postcode,name,state,latitude,longitude
5849,Bergen,HO,60.3282,5.2931
5851,Bergen,HO,60.3085,5.3564
5852,Bergen,HO,60.3197,5.3542
5853,Bergen,HO,60.3169,5.354
5854,Bergen,HO,60.393,5.3242
5857,Bergen,HO,60.2976,5.3308
5858,Bergen,HO,60.2977,5.3308
5859,Bergen,HO,60.2628,5.3443
5861,Bergen,HO,60.3052,5.2826
5862,Bergen,HO,60.3052,5.2826
5863,Bergen,HO,60.2923,5.2614
5864,Bergen,HO,60.3063,5.3228
5868,Bergen,HO,60.2838,5.25
5869,Bergen,HO,60.2923,5.2221
5871,Bergen,HO,60.4686,5.3361
5872,Bergen,HO,60.4647,5.3217
5873,Bergen,HO,60.4647,5.3217
5876,Bergen,HO,60.4437,5.3258
5877,Bergen,HO,60.509,5.3474
5878,Bergen,HO,60.486,5.2716
5879,Bergen,HO,60.4736,5.3361
5881,Bergen,HO,60.3632,5.2336
5882,Bergen,HO,60.3632,5.2336
5884,Bergen,HO,60.3823,5.2192
5886,Bergen,HO,60.3413,5.2254
5887,Bergen,HO,60.3752,5.4565
5888,Bergen,HO,60.4213,5.465
5889,Bergen,HO,60.4601,5.4373
5892,Bergen,HO,60.393,5.3242
5893,Bergen,HO,60.393,5.3242
5895,Bergen,HO,60.3156,5.2704
5896,Bergen,HO,60.3344,5.3104
5899,Bergen,HO,60.346,5.352
5590,Etne,HO,59.6648,5.9326
5591,Etne,HO,59.6648,5.9326
5593,Skånevik,HO,59.7333,5.9833
5594,Skånevik,HO,59.7327,5.9331
5596,Markhus,HO,59.8167,6.2333
5598,Fjæra,HO,59.8833,6.4
5550,Sveio,HO,59.5419,5.3518
5551,Auklandshamn,HO,59.5938,5.393
5554,Valevåg,HO,59.6975,5.4756
5555,Førde I Hordaland,HO,59.5938,5.393
5559,Sveio,HO,59.5419,5.3518
5420,Rubbestadneset,HO,59.8147,5.2681
5423,Brandasund,HO,59.8944,5.0896
5427,Urangsvåg,HO,59.8029,5.1762
5428,Foldrøyhamn,HO,59.7972,5.3017
5430,Bremnes,HO,59.7943,5.1853
5437,Finnås,HO,59.745,5.2595
5440,Mosterhamn,HO,59.7,5.3833
5443,Bømlo,HO,59.7943,5.1853
5444,Espevær,HO,59.5889,5.1481
5445,Bremnes,HO,59.7943,5.1853
5447,Mosterhamn,HO,59.7,5.3833
5449,Bømlo,HO,59.6023,5.2075
5401,Stord,HO,59.7796,5.5002
5402,Stord,HO,59.7818,5.4995
5403,Stord,HO,59.7818,5.4995
5404,Stord,HO,59.7818,5.4995
5406,Stord,HO,59.7649,5.464
5407,Stord,HO,59.8034,5.5187
5408,Sagvåg,HO,59.7786,5.3961
5409,Stord,HO,59.7798,5.5005
5410,Sagvåg,HO,59.7786,5.3961
5411,Stord,HO,59.7722,5.4968
5412,Stord,HO,59.7638,5.461
5413,Huglo,HO,59.8636,5.565
5414,Stord,HO,59.8147,5.522
5415,Stord,HO,59.7897,5.4228
5416,Stord,HO,59.795,5.5165
5417,Stord,HO,59.7831,5.4952
5418,Fitjar,HO,59.9184,5.3192
5419,Fitjar,HO,59.9184,5.3192
5680,Tysnes,HO,60.05,5.55
5683,Reksteren,HO,60.0398,5.4333
5685,Uggdal,HO,60.004,5.5288
5687,Flatråker,HO,59.9425,5.5167
5690,Lundegrend,HO,60.06,5.6424
5693,Årbakka,HO,59.9873,5.6753
5694,Onarheim,HO,59.9475,5.6244
5695,Uggdal,HO,60.004,5.5288
5696,Tysnes,HO,60.05,5.55
5450,Sunde I Sunnhordland,HO,59.7958,5.7996
5451,Valen,HO,59.8308,5.7867
5452,Sandvoll,HO,59.8094,5.8128
5453,Utåker,HO,59.7833,5.9333
5454,Sæbøvik,HO,59.7975,5.7147
5455,Halsnøy Kloster,HO,59.7958,5.7996
5457,Høylandsbygd,HO,59.7958,5.7996
5458,Arnavik,HO,59.7581,5.7506
5459,Fjelberg,HO,59.7385,5.7069
5460,Husnes,HO,59.8638,5.7453
5462,Herøysundet,HO,59.9172,5.7894
5463,Uskedalen,HO,59.93,5.8594
5464,Dimmelsvik,HO,59.95,5.9833
5465,Uskedalen,HO,59.93,5.8594
5470,Rosendal,HO,59.9867,6.0135
5472,Seimsfoss,HO,59.9647,5.9963
5473,Snilstveitøy,HO,59.9815,5.9554
5474,Løfallstrand,HO,60.0151,5.9993
5475,Ænes,HO,60.1,6.1333
5476,Mauranger,HO,60.1172,6.2661
5480,Husnes,HO,59.8621,5.7558
5484,Sæbøvik,HO,59.7975,5.7147
5486,Rosendal,HO,59.9867,6.0135
5498,Matre,HO,59.859,5.9932
5499,Åkra,HO,59.7833,6.1
5635,Hatlestrand,HO,60.0333,5.9
5636,Varaldsøy,HO,60.0982,5.9861
5637,Ølve,HO,60.0127,5.8144
5626,Kysnesstrand,HO,60.2035,6.1132
5627,Jondal,HO,60.2756,6.2523
5628,Herand,HO,60.35,6.4
5629,Jondal,HO,60.2756,6.2523
5750,Odda,HO,60.0691,6.5457
5751,Odda,HO,60.0691,6.5457
5760,Røldal,HO,59.8167,6.8
5763,Skare,HO,59.9333,6.6
5770,Tyssedal,HO,60.1167,6.5667
5773,Hovland,HO,60.2333,6.6333
5776,Nå,HO,60.2667,6.5667
5777,Grimo,HO,60.4,6.65
5778,Utne,HO,60.4167,6.6
5779,Utne,HO,60.4167,6.6
5780,Kinsarvik,HO,60.3757,6.7225
5781,Lofthus,HO,60.3333,6.6667
5782,Kinsarvik,HO,60.3757,6.7225
5787,Lofthus,HO,60.3333,6.6667
5788,Kinsarvik,HO,60.3757,6.7225
5783,Eidfjord,HO,60.4675,7.0719
5784,Øvre Eidfjord,HO,60.4234,7.13
5785,Vøringsfoss,HO,60.4271,7.2512
5786,Eidfjord,HO,60.4675,7.0719
5719,Finse,HO,60.6,7.5
5730,Ulvik,HO,60.5712,6.917
5731,Ulvik,HO,60.5712,6.917
5734,Vallavik,HO,60.4849,6.8243
5733,Granvin,HO,60.5241,6.7194
5736,Granvin,HO,60.5241,6.7194
5700,Voss,HO,60.623,6.4229
5701,Voss,HO,60.623,6.4229
5702,Voss,HO,60.623,6.4229
5703,Voss,HO,60.623,6.4229
5707,Evanger,HO,60.65,6.1167
5710,Skulestadmo,HO,60.6601,6.4351
5712,Vossestrand,HO,60.7923,6.5092
5713,Vossestrand,HO,60.7919,6.5084
5715,Stalheim,HO,60.839,6.6833
5723,Bolstadøyri,HO,60.6333,5.9667
5600,Norheimsund,HO,60.3709,6.1456
5601,Norheimsund,HO,60.3709,6.1456
5602,Norheimsund,HO,60.3709,6.1456
5604,Øystese,HO,60.3882,6.1925
5605,Ålvik,HO,60.4309,6.4321
5610,Øystese,HO,60.3882,6.1925
5612,Steinstø,HO,60.4,6.2833
5614,Ålvik,HO,60.4327,6.4316
5620,Tørvikbygd,HO,60.3006,6.1691
5630,Strandebarm,HO,60.2706,6.0133
5632,Omastrand,HO,60.2333,5.9667
5640,Eikelandsosen,HO,60.243,5.746
5641,Fusa,HO,60.197,5.6125
5642,Holmefjord,HO,60.2858,5.6711
5643,Strandvik,HO,60.1597,5.6673
5645,Sævareid,HO,60.1864,5.7744
5646,Nordtveitgrend,HO,60.1,5.7381
5647,Baldersheim,HO,60.147,5.7486
5649,Eikelandsosen,HO,60.243,5.746
5650,Tysse,HO,60.374,5.7595
5652,Årland,HO,60.4006,5.7116
5653,Årland,HO,60.4015,5.7306
5200,Os,HO,60.1839,5.4638
5201,Os,HO,60.1854,5.4715
5202,Os,HO,60.1854,5.4715
5203,Os,HO,60.1854,5.4715
5206,Os,HO,60.2047,5.4498
5207,Søfteland,HO,60.2382,5.442
5212,Søfteland,HO,60.238,5.4528
5215,Lysekloster,HO,60.2269,5.3997
5216,Lepsøy,HO,60.15,5.4
5217,Hagavik,HO,60.1833,5.4333
5218,Nordstrøno,HO,60.1667,5.35
5384,Torangsvåg,HO,60.1139,5.1541
5385,Bakkasund,HO,60.1308,5.0888
5387,Møkster,HO,60.0605,5.0958
5388,Litlakalsøy,HO,60.0408,5.086
5392,Storebø,HO,60.0949,5.2271
5393,Storebø,HO,60.0949,5.2271
5394,Kolbeinsvik,HO,60.0408,5.2022
5396,Vestre Vinnesvåg,HO,60.0103,5.2665
5397,Bekkjarvik,HO,60.0028,5.2003
5398,Stolmen,HO,59.998,5.0878
5399,Bekkjarvik,HO,60.0028,5.2003
5371,Skogsvåg,HO,60.2702,5.073
5374,Steinsland,HO,60.1959,5.099
5378,Klokkarvik,HO,60.2225,5.1556
5379,Steinsland,HO,60.1959,5.099
5380,Tælavåg,HO,60.2592,4.9858
5381,Glesvær,HO,60.2078,5.0386
5382,Skogsvåg,HO,60.2404,5.0434
5177,Bjørøyhamn,HO,60.3226,5.1857
5341,Straume,HO,60.3571,5.1242
5342,Straume,HO,60.3571,5.1242
5343,Straume,HO,60.3571,5.1242
5345,Knarrevik,HO,60.3733,5.1575
5346,Ågotnes,HO,60.4061,5.0189
5347,Kystbasen Ågotnes,HO,60.408,5.0024
5350,Brattholmen,HO,60.3492,5.1578
5353,Straume,HO,60.3571,5.1242
5355,Knarrevik,HO,60.3733,5.1575
5357,Fjell,HO,60.3599,5.1465
5358,Fjell,HO,60.3307,5.0768
5360,Kolltveit,HO,60.355,5.0875
5363,Ågotnes,HO,60.4061,5.0189
5365,Turøy,HO,60.4494,4.9228
5366,Misje,HO,60.4514,4.9658
5300,Kleppestø,HO,60.4084,5.2276
5302,Strusshamn,HO,60.4044,5.1908
5303,Follese,HO,60.4119,5.1544
5304,Hetlevik,HO,60.4241,5.148
5305,Florvåg,HO,60.4192,5.2378
5306,Erdal,HO,60.4127,5.2093
5307,Ask,HO,60.48,5.2147
5310,Hauglandshella,HO,60.447,5.1587
5314,Kjerrgarden,HO,60.5019,5.0892
5315,Herdla,HO,60.5667,4.95
5318,Strusshamn,HO,60.4044,5.1908
5319,Kleppestø,HO,60.4084,5.2276
5321,Kleppestø,HO,60.4084,5.2276
5322,Kleppestø,HO,60.4084,5.2276
5323,Kleppestø,HO,60.4084,5.2276
5325,Follese,HO,60.4119,5.1544
5326,Ask,HO,60.48,5.2147
5327,Hauglandshella,HO,60.4599,5.1512
5329,Florvåg,HO,60.4192,5.2378
5721,Dalekvam,HO,60.5917,5.7778
5722,Dalekvam,HO,60.5917,5.7778
5724,Stanghelle,HO,60.55,5.7333
5725,Vaksdal,HO,60.4833,5.7333
5726,Vaksdal,HO,60.4833,5.7333
5727,Stamnes,HO,60.6667,5.75
5728,Eidslandet,HO,60.7347,5.8016
5729,Modalen,HO,60.8147,5.8024
5281,Valestrandsfossen,HO,60.5,5.4333
5282,Lonevåg,HO,60.5262,5.4936
5283,Fotlandsvåg,HO,60.6,5.5
5284,Tyssebotnen,HO,60.6189,5.5872
5285,Bruvik,HO,60.4667,5.65
5286,Haus,HO,60.4531,5.496
5291,Valestrandsfossen,HO,60.5,5.4333
5293,Lonevåg,HO,60.5262,5.4936
5299,Haus,HO,60.4528,5.4957
5906,Frekhaug,HO,60.5139,5.2435
5917,Rossland,HO,60.5675,5.0533
5918,Frekhaug,HO,60.5139,5.2435
5331,Rong,HO,60.5133,4.9033
5333,Tjeldstø,HO,60.5986,4.8442
5334,Hellesøy,HO,60.6603,4.7894
5335,Hernar,HO,60.688,4.7221
5336,Tjeldstø,HO,60.5986,4.8442
5337,Rong,HO,60.5133,4.9033
5931,Manger,HO,60.6414,5.0414
5936,Manger,HO,60.6414,5.0414
5937,Bøvågen,HO,60.7,4.9317
5938,Sæbøvågen,HO,60.6131,5.1511
5939,Sletta,HO,60.6886,5.045
5902,Isdalstø,HO,60.5552,5.2694
5903,Isdalstø,HO,60.5552,5.2694
5904,Isdalstø,HO,60.5552,5.2694
5907,Alversund,HO,60.5469,5.2642
5908,Isdalstø,HO,60.5552,5.2694
5911,Alversund,HO,60.5757,5.265
5912,Seim,HO,60.6211,5.2692
5913,Eikangervåg,HO,60.6167,5.3833
5914,Isdalstø,HO,60.5552,5.2694
5915,Hjelmås,HO,60.6,5.3667
5916,Isdalstø,HO,60.5552,5.2694
5951,Lindås,HO,60.7381,5.16
5954,Mongstad,HO,60.8046,5.0364
5955,Lindås,HO,60.7381,5.16
5956,Hundvin,HO,60.6767,5.2192
5957,Myking,HO,60.7017,5.3272
5991,Ostereidet,HO,60.6259,5.4728
5993,Ostereidet,HO,60.6233,5.4785
5994,Vikanes,HO,60.6993,5.5874
5941,Austrheim,HO,60.7774,4.9323
5943,Austrheim,HO,60.7774,4.9323
5953,Fonnes,HO,60.8053,4.9825
5947,Fedje,HO,60.7789,4.7149
5948,Fedje,HO,60.7789,4.7149
5981,Masfjordnes,HO,60.7989,5.3042
5983,Haugsvær,HO,60.9054,5.5273
5984,Matredal,HO,60.8667,5.5833
5986,Hosteland,HO,60.85,5.25
5987,Hosteland,HO,60.85,5.25
6900,Florø,SF,61.5996,5.0328
6901,Florø,SF,61.5996,5.0328
6902,Florø,SF,61.5996,5.0328
6903,Florø,SF,61.5996,5.0328
6909,Florø,SF,61.5996,5.0328
6912,Kinn,SF,61.5625,4.7695
6914,Svanøybukt,SF,61.4945,5.1117
6915,Rognaldsvåg,SF,61.5667,4.8
6916,Barekstad,SF,61.6684,4.8888
6917,Batalden,SF,61.638,4.8128
6918,Sør-Skorpa,SF,61.5871,4.8125
6919,Tansøy,SF,61.5,4.9667
6940,Eikefjord,SF,61.5852,5.4601
6941,Eikefjord,SF,61.5886,5.4612
6942,Svortevik,SF,61.5,5.2333
6944,Stavang,SF,61.5333,5.1833
5960,Dalsøyra,SF,60.9333,5.1333
5961,Brekke,SF,61.0167,5.4667
5966,Eivindvik,SF,60.9814,5.0736
5967,Eivindvik,SF,60.9814,5.0736
5970,Byrknesøy,SF,60.8992,4.8378
5977,Ånneland,SF,60.8833,4.9667
5978,Mjømna,SF,60.9167,4.9167
5979,Byrknesøy,SF,60.8986,4.838
6921,Hardbakke,SF,61.0711,4.8372
6924,Hardbakke,SF,61.0711,4.8372
6926,Krakhella,SF,61.1333,5.0167
6927,Ytrøygrend,SF,61.0833,4.7
6928,Kolgrov,SF,61.019,4.7417
6929,Hersvikbygda,SF,61.1729,4.8963
6951,Leirvik I Sogn,SF,61.1333,5.3667
6953,Leirvik I Sogn,SF,61.1333,5.3667
6957,Hyllestad,SF,61.1711,5.296
6958,Sørbøvåg,SF,61.2333,5.1667
5962,Bjordal,SF,61.0773,5.8324
6946,Lavik,SF,61.1,5.5
6947,Lavik,SF,61.1,5.5
6991,Høyanger,SF,61.2204,6.0749
6993,Høyanger,SF,61.2204,6.0749
6995,Kyrkjebø,SF,61.1667,5.9167
6996,Vadheim,SF,61.2167,5.8167
6891,Vik I Sogn,SF,61.163,6.6767
6893,Vik I Sogn,SF,61.163,6.6767
6894,Vangsnes,SF,61.1833,6.6333
6895,Feios,SF,61.15,6.75
6896,Fresvik,SF,61.0667,6.9333
6898,Balestrand,SF,61.2076,6.5334
6899,Balestrand,SF,61.2076,6.5334
6861,Leikanger,SF,61.1853,6.8086
6863,Leikanger,SF,61.1853,6.8086
6848,Fjærland,SF,61.4059,6.7416
6851,Sogndal,SF,61.2283,7.1003
6852,Sogndal,SF,61.2283,7.1003
6853,Sogndal,SF,61.2283,7.1003
6854,Kaupanger,SF,61.1833,7.2333
6856,Sogndal,SF,61.2283,7.1003
6858,Fardal,SF,61.1833,7.0167
6859,Slinde,SF,61.1667,6.9167
5718,Myrdal,SF,60.7333,7.1333
5741,Aurland,SF,60.8735,7.3235
5742,Flåm,SF,60.8333,7.1167
5743,Flåm,SF,60.8333,7.1167
5745,Aurland,SF,60.9063,7.1864
5746,Undredal,SF,60.95,7.1
5747,Gudvangen,SF,60.8667,6.8333
5748,Styvi,SF,60.9417,6.9362
5749,Bakka,SF,60.9163,6.8689
6855,Frønningen,SF,61.1,7.0833
6886,Lærdal,SF,61.0977,7.4821
6887,Lærdal,SF,61.0984,7.4812
6888,Borgund,SF,61.0487,7.8135
6881,Årdalstangen,SF,61.2371,7.6983
6882,Øvre Årdal,SF,61.3167,7.8
6884,Øvre Årdal,SF,61.3167,7.8
6885,Årdalstangen,SF,61.2371,7.6983
6866,Gaupne,SF,61.4083,7.2856
6868,Gaupne,SF,61.4083,7.2856
6869,Hafslo,SF,61.31,7.2215
6870,Ornes,SF,61.3,7.3167
6871,Jostedal,SF,61.5828,7.2766
6872,Luster,SF,61.4415,7.4567
6873,Marifjøra,SF,61.3667,7.3333
6875,Høyheimsvik,SF,61.4084,7.3553
6876,Skjolden,SF,61.4926,7.5998
6877,Fortun,SF,61.4948,7.6891
6878,Veitastrond,SF,61.5047,6.9856
6879,Solvorn,SF,61.3,7.25
6980,Askvoll,SF,61.3463,5.0704
6981,Holmedal,SF,61.35,5.1833
6982,Holmedal,SF,61.35,5.1833
6983,Kvammen,SF,61.4588,5.4161
6984,Stongfjorden,SF,61.4333,5.1833
6985,Atløy,SF,61.3316,5.0205
6986,Værlandet,SF,61.304,4.7398
6987,Bulandet,SF,61.286,4.6327
6988,Askvoll,SF,61.3463,5.0704
6961,Dale I Sunnfjord,SF,61.3631,5.3981
6963,Dale I Sunnfjord,SF,61.3631,5.3981
6964,Korssund,SF,61.25,5
6966,Guddal,SF,61.2463,5.53
6967,Hellevik I Fjaler,SF,61.3232,5.2907
6968,Flekke,SF,61.3167,5.3667
6969,Straumsnes,SF,61.3366,5.2079
6971,Sande I Sunnfjord,SF,61.3251,5.7977
6973,Sande I Sunnfjord,SF,61.3251,5.7977
6975,Skilbrei,SF,61.3814,5.818
6977,Bygstad,SF,61.3833,5.6667
6978,Viksdalen,SF,61.3509,6.1174
6841,Skei I Jølster,SF,61.5,6.1167
6843,Skei I Jølster,SF,61.5,6.1167
6847,Vassenden,SF,61.5,6.1167
6800,Førde,SF,61.4522,5.8572
6801,Førde,SF,61.4522,5.8572
6802,Førde,SF,61.4522,5.8572
6803,Førde,SF,61.4522,5.8572
6804,Førde,SF,61.4522,5.8572
6805,Førde,SF,61.4522,5.8572
6807,Førde,SF,61.4522,5.8572
6818,Haukedalen,SF,61.4211,6.3771
6819,Holsen,SF,61.4167,6.1667
6806,Naustdal,SF,61.509,5.7168
6817,Naustdal,SF,61.509,5.7168
6719,Skatestraumen,SF,61.8754,5.2279
6721,Svelgen,SF,61.7685,5.2955
6723,Svelgen,SF,61.7685,5.2955
6726,Bremanger,SF,61.8396,4.9863
6727,Bremanger,SF,61.8406,4.9811
6728,Kalvåg,SF,61.7667,4.8833
6729,Kalvåg,SF,61.7667,4.8833
6730,Davik,SF,61.8833,5.5333
6731,Davik,SF,61.8833,5.5333
6734,Rugsund,SF,61.8833,5.3333
6737,Ålfoten,SF,61.8333,5.6667
6700,Måløy,SF,61.9353,5.1136
6701,Måløy,SF,61.9353,5.1136
6702,Måløy,SF,61.9353,5.1136
6703,Måløy,SF,61.9353,5.1136
6704,Deknepollen,SF,61.9333,5.15
6707,Raudeberg,SF,61.9806,5.1336
6708,Bryggja,SF,61.9333,5.3833
6710,Raudeberg,SF,61.9806,5.1336
6711,Bryggja,SF,61.9333,5.3833
6713,Almenningen,SF,61.9144,5.2341
6714,Silda,SF,62.0124,5.1978
6716,Husevåg,SF,61.9158,5.0419
6718,Deknepollen,SF,61.9333,5.15
6715,Barmen,SF,61.9992,5.29
6717,Flatraket,SF,61.9524,5.1998
6740,Selje,SF,62.0459,5.351
6741,Selje,SF,62.0459,5.351
6750,Stadlandet,SF,62.1197,5.3156
6751,Stadlandet,SF,62.1183,5.3169
6770,Nordfjordeid,SF,61.9063,5.9915
6771,Nordfjordeid,SF,61.9063,5.9915
6772,Nordfjordeid,SF,61.9063,5.9915
6776,Kjølsdalen,SF,61.9171,5.6318
6777,Stårheim,SF,61.9167,5.7667
6778,Lote,SF,61.8682,6.0754
6779,Holmøyane,SF,61.9333,6.4333
6761,Hornindal,SF,61.9693,6.5225
6763,Hornindal,SF,61.9693,6.5225
6821,Sandane,SF,61.7728,6.215
6822,Sandane,SF,61.7728,6.215
6823,Sandane,SF,61.7728,6.215
6826,Byrkjelo,SF,61.7329,6.5052
6827,Breim,SF,61.7368,6.4086
6828,Hestenesøyra,SF,61.85,6.0333
6829,Hyen,SF,61.7396,5.9172
6781,Stryn,SF,61.9045,6.7226
6782,Stryn,SF,61.9045,6.7226
6783,Stryn,SF,61.9045,6.7226
6784,Olden,SF,61.8365,6.8065
6788,Olden,SF,61.8365,6.8065
6789,Loen,SF,61.8667,6.8667
6791,Oldedalen,SF,61.7012,6.8093
6792,Briksdalsbre,SF,61.6646,6.8222
6793,Innvik,SF,61.85,6.6167
6795,Blaksæter,SF,61.8667,6.5
6796,Hopland,SF,61.867,6.3146
6797,Utvik,SF,61.8064,6.5189
6798,Hjelledalen,SF,61.9183,7.1691
6799,Oppstryn,SF,61.9081,7.0587
6401,Molde,MR,62.7375,7.1591
6402,Molde,MR,62.7375,7.1591
6403,Molde,MR,62.7463,7.227
6404,Molde,MR,62.7375,7.1591
6405,Molde,MR,62.7375,7.1591
6407,Molde,MR,62.7375,7.1591
6410,Molde,MR,62.7697,7.281
6411,Molde,MR,62.7363,7.0898
6412,Molde,MR,62.7375,7.1591
6413,Molde,MR,62.7375,7.1591
6414,Molde,MR,62.7375,7.1591
6415,Molde,MR,62.7375,7.1591
6416,Molde,MR,62.7375,7.1591
6418,Sekken,MR,62.674,7.3043
6419,Molde,MR,62.7448,7.2266
6421,Molde,MR,62.7521,7.2914
6422,Molde,MR,62.7486,7.2514
6423,Molde,MR,62.7473,7.2143
6425,Molde,MR,62.7526,7.2336
6429,Molde,MR,62.7375,7.1591
6434,Molde,MR,62.7359,7.095
6435,Molde,MR,62.7526,7.2341
6436,Molde,MR,62.7473,7.2527
6450,Hjelset,MR,62.7833,7.4833
6453,Kleive,MR,62.8167,7.6667
6454,Hjelset,MR,62.7885,7.5358
6455,Kortgarden,MR,62.7767,7.6287
6456,Skåla,MR,62.7019,7.4236
6457,Bolsøya,MR,62.7293,7.2942
6001,Ålesund,MR,62.4723,6.1549
6002,Ålesund,MR,62.4723,6.1549
6003,Ålesund,MR,62.4723,6.1549
6004,Ålesund,MR,62.4723,6.1549
6005,Ålesund,MR,62.4723,6.1549
6006,Ålesund,MR,62.4723,6.1549
6007,Ålesund,MR,62.4723,6.1549
6008,Ålesund,MR,62.4723,6.1549
6009,Ålesund,MR,62.4741,6.2432
6010,Ålesund,MR,62.4659,6.3633
6011,Ålesund,MR,62.4688,6.3726
6012,Ålesund,MR,62.4346,6.3917
6013,Ålesund,MR,62.432,6.4133
6014,Ålesund,MR,62.4702,6.3148
6015,Ålesund,MR,62.4661,6.2605
6016,Ålesund,MR,62.4602,6.2733
6017,Ålesund,MR,62.4637,6.3172
6018,Ålesund,MR,62.4671,6.3456
6019,Ålesund,MR,62.4777,6.3766
6020,Ålesund,MR,62.437,6.3559
6021,Ålesund,MR,62.4724,6.2404
6022,Ålesund,MR,62.4667,6.361
6023,Ålesund,MR,62.4418,6.3725
6024,Ålesund,MR,62.4618,6.2787
6025,Ålesund,MR,62.4717,6.3478
6026,Ålesund,MR,62.4645,6.313
6028,Ålesund,MR,62.4723,6.1549
6045,Ålesund,MR,62.4644,6.3172
6046,Ålesund,MR,62.468,6.292
6047,Ålesund,MR,62.4319,6.4128
6057,Ellingsøy,MR,62.4913,6.1913
6501,Kristiansund N,MR,63.1109,7.7293
6502,Kristiansund N,MR,63.1105,7.78
6503,Kristiansund N,MR,63.1105,7.78
6504,Kristiansund N,MR,63.1104,7.7279
6506,Kristiansund N,MR,63.1224,7.7138
6507,Kristiansund N,MR,63.1045,7.7338
6508,Kristiansund N,MR,63.1118,7.7246
6509,Kristiansund N,MR,63.1125,7.7301
6510,Kristiansund N,MR,63.118,7.7242
6511,Kristiansund N,MR,63.1219,7.7364
6512,Kristiansund N,MR,63.1166,7.7499
6514,Kristiansund N,MR,63.1212,7.714
6515,Kristiansund N,MR,63.1257,7.7103
6516,Kristiansund N,MR,63.11,7.7552
6517,Kristiansund N,MR,63.1103,7.7923
6518,Kristiansund N,MR,63.1204,7.7895
6520,Frei,MR,63.0942,7.813
6521,Frei,MR,63.0938,7.8161
6522,Frei,MR,63.0979,7.8213
6523,Frei,MR,63.0167,7.8
6524,Frei,MR,63.0167,7.8
6525,Frei,MR,63.0667,7.8814
6529,Frei,MR,63.0981,7.8209
6139,Fiskå,MR,62.1006,5.5579
6140,Syvde,MR,62.0877,5.7385
6141,Rovde,MR,62.1833,5.75
6142,Eidså,MR,62.1167,5.6667
6143,Fiskå,MR,62.1006,5.5579
6144,Sylte,MR,62.0667,5.6333
6146,Åheim,MR,62.0361,5.5308
6149,Åram,MR,62.1733,5.441
6082,Gursken,MR,62.2162,5.6499
6083,Gjerdsvika,MR,62.2195,5.5452
6084,Larsnes,MR,62.2028,5.5773
6085,Larsnes,MR,62.2028,5.5773
6087,Kvamsøy,MR,62.2171,5.3774
6089,Sandshamn,MR,62.2528,5.4811
6070,Tjørvåg,MR,62.2833,5.7167
6076,Moltustranda,MR,62.2942,5.6274
6080,Gurskøy,MR,62.2472,5.782
6090,Fosnavåg,MR,62.3419,5.634
6091,Fosnavåg,MR,62.3419,5.634
6092,Fosnavåg,MR,62.3419,5.634
6094,Leinøy,MR,62.3472,5.6867
6095,Bølandet,MR,62.3544,5.7339
6096,Runde,MR,62.4043,5.6237
6098,Nerlandsøy,MR,62.3419,5.634
6099,Fosnavåg,MR,62.3419,5.634
6064,Haddal,MR,62.2833,5.8833
6065,Ulsteinvik,MR,62.3432,5.8487
6067,Ulsteinvik,MR,62.3432,5.8487
6068,Eiksund,MR,62.2667,5.9333
6060,Hareid,MR,62.3714,6.0263
6062,Brandal,MR,62.4,6
6063,Hjørungavåg,MR,62.35,6.0667
6069,Hareid,MR,62.3714,6.0263
6100,Volda,MR,62.1476,6.0741
6101,Volda,MR,62.1476,6.0741
6110,Austefjorden,MR,62.0632,6.3258
6120,Folkestad,MR,62.1185,6.0291
6133,Lauvstad,MR,62.1667,5.9333
6150,Ørsta,MR,62.2029,6.1272
6151,Ørsta,MR,62.2029,6.1272
6160,Hovdebygda,MR,62.1833,6.0667
6161,Hovdebygda,MR,62.1833,6.0667
6165,Sæbø,MR,62.2167,6.4833
6166,Sæbø,MR,62.2167,6.4833
6170,Vartdal,MR,62.3011,6.0832
6174,Barstadvik,MR,62.35,6.25
6183,Trandal,MR,62.261,6.5007
6184,Storestandal,MR,62.2626,6.4257
6190,Bjørke,MR,62.1,6.5667
6196,Norangsfjorden,MR,62.213,6.5686
6240,Ørskog,MR,62.4832,6.8158
6249,Ørskog,MR,62.4828,6.8115
6210,Valldal,MR,62.2978,7.2637
6211,Valldal,MR,62.2978,7.2637
6213,Tafjord,MR,62.25,7.4333
6214,Norddal,MR,62.2518,7.2379
6215,Eidsdal,MR,62.2667,7.1667
6200,Stranda,MR,62.3096,6.9358
6201,Stranda,MR,62.3096,6.9358
6212,Liabygda,MR,62.3119,7.0562
6216,Geiranger,MR,62.1065,7.2125
6218,Hellesylt,MR,62.0833,6.9
6250,Stordal,MR,62.382,6.9863
6259,Stordal,MR,62.382,6.9863
6220,Straumgjerde,MR,62.3337,6.5942
6222,Ikornnes,MR,62.3863,6.5509
6224,Hundeidvik,MR,62.3667,6.4333
6230,Sykkylven,MR,62.3959,6.5875
6238,Straumgjerde,MR,62.3331,6.5947
6239,Sykkylven,MR,62.3959,6.5875
6260,Skodje,MR,62.5021,6.7034
6263,Skodje,MR,62.5021,6.7034
6030,Langevåg,MR,62.4374,6.1891
6035,Fiskarstrand,MR,62.4396,6.2716
6036,Mauseidvåg,MR,62.4215,6.2709
6037,Eidsnes,MR,62.4276,6.3163
6038,Fiskarstrand,MR,62.4402,6.2731
6039,Langevåg,MR,62.4374,6.1891
